en,ar,section,source,confidence,type
**SSRIs (Selective Serotonin Reuptake Inhibitors)**,**مثبطات استرداد السيروتونين الانتقائية**,medical_term,medical_terms_extended,high,term
**SNRIs (Serotonin-Norepinephrine Reuptake Inhibitors)**,**مثبطات استرداد السيروتونين والنورادرينالين**,medical_term,medical_terms_extended,high,term
**MAO Inhibitors (Monoamine Oxidase Inhibitors)**,**مثبطات مونوأمين أوكسيداز**,medical_term,medical_terms_extended,high,term
**Antihypertensives**,**أدوية خافضة لضغط الدم**,medical_term,medical_terms_extended,high,term
**Diuretics**,**مدرات البول**,medical_term,medical_terms_extended,high,term
**Thiazide Diuretics**,**مدرات البول الثيازيدية**,medical_term,medical_terms_extended,high,term
**Loop Diuretics**,**مدرات البول العروية**,medical_term,medical_terms_extended,high,term
**Potassium-Sparing Diuretics**,**مدرات البول الحافظة للبوتاسيوم**,medical_term,medical_terms_extended,high,term
**ACE Inhibitors (Angiotensin-Converting Enzyme Inhibitors)**,**مثبطات الإنزيم المحول للأنجيوتنسين**,medical_term,medical_terms_extended,high,term
**Calcium Channel Blockers**,**حاصر قنوات الكالسيوم**,medical_term,medical_terms_extended,high,term
**Antibiotics**,**مضادات حيوية**,medical_term,medical_terms_extended,high,term
**Antihistamines**,**مضادات هيستامين**,medical_term,medical_terms_extended,high,term
**Expectorants**,**طاردات للبلغم**,medical_term,medical_terms_extended,high,term
**Decongestants**,**مزيلات الاحتقان**,medical_term,medical_terms_extended,high,term
**Proton Pump Inhibitors**,**مثبطات مضخة البروتون**,medical_term,medical_terms_extended,high,term
**Antioxidants**,**مضادات الأكسدة**,medical_term,medical_terms_extended,high,term
**Increased Mortality in Elderly Patients**,**زيادة معدل الوفيات لدى المرضى المسنين**,medical_term,medical_terms_extended,high,term
**Cerebrovascular Adverse Events**,**أحداث قلبية وعائية سلبية**,medical_term,medical_terms_extended,high,term
**Neuroleptic Malignant Syndrome (NMS)**,**متلازمة الخباث الأفيوني (NMS)**,medical_term,medical_terms_extended,high,term
**Tardive Dyskinesia**,**خلل الحركة المتأخر**,medical_term,medical_terms_extended,high,term
**Metabolic Changes**,**تغيرات استقلابية**,medical_term,medical_terms_extended,high,term
**Hyperglycemia / Diabetes Mellitus**,**فرط سكر الدم / مرض السكري**,medical_term,medical_terms_extended,high,term
**Dyslipidemia**,**اضطراب دهني**,medical_term,medical_terms_extended,high,term
**Body Weight Gain**,**زيادة الوزن**,medical_term,medical_terms_extended,high,term
**Orthostatic Hypotension**,**انخفاض ضغط الدم الوضعي**,medical_term,medical_terms_extended,high,term
**Leukopenia**,**نقص الكريات البيضاء**,medical_term,medical_terms_extended,high,term
**Neutropenia**,**نقص العدلات**,medical_term,medical_terms_extended,high,term
**Agranulocytosis**,**نقص الكريات المحببة**,medical_term,medical_terms_extended,high,term
**Seizure Threshold**,**عتبة الاختلاج**,medical_term,medical_terms_extended,high,term
**Cognitive and Motor Impairment**,**إعاقة معرفية وحركية**,medical_term,medical_terms_extended,high,term
**Body Temperature Regulation**,**تنظيم درجة حرارة الجسم**,medical_term,medical_terms_extended,high,term
**Dysphagia**,**صعوبة البلع**,medical_term,medical_terms_extended,high,term
**Esophageal Dysmotility**,**اضطراب حركية المريء**,medical_term,medical_terms_extended,high,term
**Aspiration Pneumonia**,**التهاب رئوي استشاقي**,medical_term,medical_terms_extended,high,term
**Alcoholics**,**مدمنو الكحول**,medical_term,medical_terms_extended,high,term
**Medication-Overuse Headache (MOH)**,**صداع ناجم عن إفراط في استخدام المسكنات**,medical_term,medical_terms_extended,high,term
**Drug Interactions**,**التداخلات الدوائية**,medical_term,medical_terms_extended,high,term
**MAO Inhibitors**,**مثبطات مونوأمين أوكسيداز**,medical_term,medical_terms_extended,high,term
**CNS Depressants**,**مثبطات الجهاز العصبي المركزي**,medical_term,medical_terms_extended,high,term
**Carbamazepine**,**كاربامازيبين**,medical_term,medical_terms_extended,high,term
**Cimetidine**,**سيميتيدين**,medical_term,medical_terms_extended,high,term
**Buprenorphine**,**بوبرينورفين**,medical_term,medical_terms_extended,high,term
**Nalbuphine**,**نالبوفين**,medical_term,medical_terms_extended,high,term
**Pentazocine**,**بنتازوسين**,medical_term,medical_terms_extended,high,term
**Mixed Agonist/Antagonists**,**ناظم/مضاد مختلط**,medical_term,medical_terms_extended,high,term
**Coumarin Derivatives (Warfarin)**,**مشتقات الكومارين (وارفارين)**,medical_term,medical_terms_extended,high,term
**Ketoconazole**,**كيتوكونازول**,medical_term,medical_terms_extended,high,term
**Erythromycin**,**إريثرومايسين**,medical_term,medical_terms_extended,high,term
**Bupropion**,**بوبروبيون**,medical_term,medical_terms_extended,high,term
**Mirtazapine**,**ميرتازابين**,medical_term,medical_terms_extended,high,term
**Tetrahydrocannabinol**,**تتراهيدروكانابينول**,medical_term,medical_terms_extended,high,term
**Naloxone**,**نالوكسون**,medical_term,medical_terms_extended,high,term
**Diazepam**,**ديازيبام**,medical_term,medical_terms_extended,high,term
**Activated Charcoal**,**الفحم المنشط**,medical_term,medical_terms_extended,high,term
**Gastric Lavage**,**غسل المعدة**,medical_term,medical_terms_extended,high,term
**Pediatric Use**,**استخدام للأطفال**,medical_term,medical_terms_extended,high,term
**Geriatric Use**,**استخدام للمسنين**,medical_term,medical_terms_extended,high,term
**Breast Milk**,**حليب الثدي**,medical_term,medical_terms_extended,high,term
**Teratogenicity**,**تسبب التشوهات الجنينية**,medical_term,medical_terms_extended,high,term
**Dosage and Administration**,**الجرعة وطريقة الاستعمال**,medical_term,medical_terms_extended,high,term
**Recommended Dose**,**الجرعة الموصى بها**,medical_term,medical_terms_extended,high,term
**Initial Dose**,**الجرعة الأولية**,medical_term,medical_terms_extended,high,term
**Maintenance Dose**,**الجرعة الصيانة**,medical_term,medical_terms_extended,high,term
**Maximum Daily Dose**,**الجرعة اليومية القصوى**,medical_term,medical_terms_extended,high,term
**Dosage Adjustment**,**تعديل الجرعة**,medical_term,medical_terms_extended,high,term
**Dosage Interval**,**فترة الجرعة**,medical_term,medical_terms_extended,high,term
**Missed Dose**,**جرعة منسية**,medical_term,medical_terms_extended,high,term
**Overdosage Management**,**إدارة فرط الجرعة**,medical_term,medical_terms_extended,high,term
**Carton Box**,**علبة كرتون**,medical_term,medical_terms_extended,high,term
**Storage Conditions**,**شروط الحفظ**,medical_term,medical_terms_extended,high,term
**Store at room temperature**,**يحفظ في درجة حرارة الغرفة**,medical_term,medical_terms_extended,high,term
**Store in a dry place**,**يحفظ في مكان جاف**,medical_term,medical_terms_extended,high,term
**Keep away from light**,**يحفظ بعيدًا عن الضوء**,medical_term,medical_terms_extended,high,term
**Keep away from humidity**,**يحفظ بعيدًا عن الرطوبة**,medical_term,medical_terms_extended,high,term
**Prescription Only Medicine**,**يصرف بموجب وصفة طبية**,medical_term,medical_terms_extended,high,term
**Do not interrupt treatment**,**لا تقاطع فترة العلاج**,medical_term,medical_terms_extended,high,term
**Council of Arab Health Ministers**,**مجلس وزراء الصحة العرب**,medical_term,medical_terms_extended,high,term
**Arab Pharmacists Association**,**اتحاد الصيدليين العرب**,medical_term,medical_terms_extended,high,term
**CLOZAPINE HAMA PHARMA (Tablets)**,**كلوزابين هاما فارما (أقراص)**,medical_term,leaflet_content_detailed,high,term
**FEM-RELIEVE (Film-Coated Tablets)**,**فيم-ريليف (أقراص ملبسة بالفيلم)**,medical_term,leaflet_content_detailed,high,term
**VITOREX (Pizotifen 0.5 mg) (Capsules)**,**فيتوركس (بيزوتيفين ٠.٥ ملغ) (كبسولات)**,medical_term,leaflet_content_detailed,high,term
**Passes blood-brain and placental barriers**,**يعبر حاجز دم-دماغ وحاجز المشيمة**,medical_term,leaflet_content_detailed,high,term
**Anticoagulant**,**مضاد تخثر**,medical_term,updated_indications,high,term
**Treatment of Pulmonary Embolism (PE)**,**علاج الانسداد الرئوي**,medical_term,updated_indications,high,term
**Unstable angina (UA)**,**ذبحة غير مستقرة**,medical_term,updated_indications,high,term
**Non-ST elevation myocardial infarction (NSTEMI)**,**احتشاء عضلة القلب بدون ارتفاع القطعة ST**,medical_term,updated_indications,high,term
**Post-operative inflammation and pain**,**التهاب وألم ما بعد الجراحة**,medical_term,updated_indications,high,term
**Sprains**,**الالتواء**,medical_term,updated_indications,high,term
**Flare-up of osteoarthritis**,**تفاقم التهاب المفاصل التنكسية**,medical_term,updated_indications,high,term
**Acute attacks of gout**,**نوبات حادة من النقرس**,medical_term,updated_indications,high,term
**Non-articular rheumatism**,**الروماتيزم غير المفصلي**,medical_term,updated_indications,high,term
**Primary dysmenorrhoea**,**عسر طمث أولي**,medical_term,updated_indications,high,term
**Adnexitis**,**التهاب الملحقات**,medical_term,updated_indications,high,term
**Pharyngotonsillitis**,**التهاب البلعوم واللوزتين**,medical_term,updated_indications,high,term
**Otitis**,**التهاب الأذن الوسطى**,medical_term,updated_indications,high,term
"**Anti-bacterial, Gingivitis**",**مضاد بكتيري، التهاب اللثة**,medical_term,updated_indications,high,term
**Antidiabetic**,**مضاد السكري**,medical_term,updated_indications,high,term
"**Cerebrovascular adverse events, including stroke**",**أحداث قلبية وعائية سلبية، بما في ذلك السكتة الدماغية**,medical_term,warnings,high,term
**Decreases thrombin generation**,**يقلل من توليد الثرومبين**,medical_term,updated_mechanism,high,term
**Inhibition of the cyclooxygenase enzyme**,**تثبيط إنزيم السيكلوأوكسيجيناز**,medical_term,updated_mechanism,high,term
**Decreased formation of thromboxane A2**,**انخفاض تكوين الثرومبوكسان A2**,medical_term,updated_mechanism,high,term
**Inhibition of prostaglandin biosynthesis**,**تثبيط تخليق البروستاغلاندين**,medical_term,updated_mechanism,high,term
**PRICKSAGE (Agomelatine 25mg) (Film-Coated Tablets)**,**بريكسيج (أقراص ملبسة بالفيلم) (أجوميلاتين ٢٥ ملغ)**,medical_term,leaflet_content_basic,high,term
**Bioavailability: 87%**,**التوافر الحيوي: ٨٧٪**,medical_term,leaflet_content_basic,high,term
**Treatment of schizophrenia**,**علاج الفصام**,medical_term,leaflet_content_basic,high,term
**Irritability associated with autistic disorder**,**التهيج المرتبط باضطراب التوحد**,medical_term,leaflet_content_basic,high,term
**Treatment of Tourette's disorder**,**علاج اضطراب توريت**,medical_term,leaflet_content_basic,high,term
**Analgesics (for pain relief)**,**مسكنات الألم**,medical_term,leaflet_content_basic,high,term
**Anti-inflammatory**,**مضادات الالتهاب**,medical_term,leaflet_content_basic,high,term
**Diuretic**,**مدر للبول**,medical_term,leaflet_content_basic,high,term
**Antioxidant**,**مضاد للأكسدة**,medical_term,leaflet_content_basic,high,term
**Nausea and dizziness**,**الغثيان والدوار**,medical_term,leaflet_content_basic,high,term
"**Tachycardia, hypertension, hypotension, leukopenia, neutropenia**",**خفقان القلب، ارتفاع ضغط الدم، انخفاض ضغط الدم، نقص الكريات البيضاء، نقص العدلات**,medical_term,leaflet_content_basic,high,term
**Suicidal thoughts and behaviors**,**أفكار انتحارية وسلوكيات**,medical_term,leaflet_content_basic,high,term
"**Dysphagia, esophageal dysmotility, aspiration pneumonia**",**صعوبة البلع، اضطراب حركية المريء، التهاب رئوي استشاقي**,medical_term,leaflet_content_basic,high,term
**Warnings and Precautions**,**تحذيرات واحتياطات**,medical_term,leaflet_content_basic,high,term
**1 tablet 3 times/day**,**قرص واحد ٣ مرات يوميًا**,medical_term,leaflet_content_basic,high,term
**Overdosage / Toxicity**,**فرط الجرعة / السمية**,medical_term,leaflet_content_basic,high,term
**Naproxen**,**نابروكسين**,medical_term,medical_terms_basic,high,term
**Esomeprazole**,**إيزوميبرازول**,medical_term,medical_terms_basic,high,term
**Hydrochlorthiazide**,**هايدروكلوروثيازيد**,medical_term,medical_terms_basic,high,term
**Maize starch**,**نشاء الذرة**,medical_term,medical_terms_basic,high,term
**Peak plasma concentration**,**التركيز الأقصى في البلازما**,medical_term,medical_terms_basic,high,term
**Anaphylaxis**,**الصدمة التحسسية**,medical_term,medical_terms_basic,high,term
**Akathisia**,**أكاثيزيا (اضطراب حركي)**,medical_term,medical_terms_basic,high,term
**Tachycardia**,**خفقان القلب**,medical_term,medical_terms_basic,high,term
**Hepatic impairment**,**قصور كبدي / اعتلال كبدي**,medical_term,medical_terms_basic,high,term
**Renal impairment**,**اعتلال كلوي**,medical_term,medical_terms_basic,high,term
**Cardiovascular disease**,**أمراض قلبية وعائية**,medical_term,medical_terms_basic,high,term
**Depression / Major Depressive Disorder**,**اكتئاب / اضطراب اكتئابي كبير**,medical_term,medical_terms_basic,high,term
**Suicidal thoughts**,**أفكار انتحارية**,medical_term,medical_terms_basic,high,term
**Suicidality**,**سلوك انتحاري**,medical_term,medical_terms_basic,high,term
**Overdosage**,**فرط الجرعة**,medical_term,medical_terms_basic,high,term
**Antihypertensive Drugs**,**أدوية خافضة لضغط الدم**,medical_term,medical_terms_basic,high,term
**Benzodiazepines**,**بنزوديازيبينات**,medical_term,medical_terms_basic,high,term
**Antibacterial**,**مضاد للبكتيريا**,medical_term,medical_terms_basic,high,term
**Central Acting Analgesic**,**مسكن الألم المركزي**,medical_term,medical_terms_basic,high,term
**Room temperature**,**درجة حرارة الغرفة**,medical_term,medical_terms_basic,high,term
**HAMA PHARMA**,**حماة فارما**,medical_term,drug_names,high,term
**TRAMADOL HAMA PHARMA**,**ترامادول حماة فارما**,medical_term,drug_names,high,term
**AGILOMOX**,**أجيلوموكس**,medical_term,drug_names,high,term
**ARIPIPRAZOLE HAMA PHARMA**,**أريبيبرازول حماة فارما**,medical_term,drug_names,high,term
**NIVOLTIC**,**نيفولتيك**,medical_term,drug_names,high,term
**NODEMENT**,**نوديمينت**,medical_term,drug_names,high,term
**METRONIDAZOLE PLUS HAMA PHARMA**,**مترونيدازول بلس حماة فارما**,medical_term,drug_names,high,term
**CLOZAPINE HAMA PHARMA**,**كلوزابين حماة فارما**,medical_term,drug_names,high,term
**FEM-RELIEVE**,**فيم-ريليف**,medical_term,drug_names,high,term
**KETOTIFEN HAMA PHARMA**,**كيتوتيفين حماة فارما**,medical_term,drug_names,high,term
**ULCER-STOP**,**ألكر-ستوب**,medical_term,drug_names,high,term
**DILTIAZEM HAMA PHARMA**,**ديلتيازيم حماة فارما**,medical_term,drug_names,high,term
**ANTI-TUSSIVE**,**مضاد السعال**,medical_term,drug_names,high,term
**FEDROLIDINE**,**فيدروليدين**,medical_term,drug_names,high,term
**ROVALTRO**,**روفالترو**,medical_term,updated_drug_names,high,term
**TROMBO STOP**,**ترومبو ستوب**,medical_term,updated_drug_names,high,term
**Rivaroxaban**,**ريفاروكسبان**,medical_term,updated_active_ingredients,high,term
**Clopidogrel (as Hydrogen Sulphate)**,**كلوبيدوغريل (على شكل كبريتات الهيدروجين)**,medical_term,updated_active_ingredients,high,term
**Paracetamol**,**باراسيتامول**,medical_term,updated_active_ingredients,high,term
**Linagliptin**,**ليناغليبتين**,medical_term,updated_active_ingredients,high,term
Phenobarbital,فينوباربيتال,medical_term,core_medical_vocabulary,high,term
Calcium stearate,ستيترات الكالسيوم,medical_term,core_medical_vocabulary,high,term
Corn starch,نشاء الذرة,medical_term,core_medical_vocabulary,high,term
Anhydrous lactose,لاكتوز لامائي,medical_term,core_medical_vocabulary,high,term
Magnesium stearate,ستيترات المغنيسيوم,medical_term,core_medical_vocabulary,high,term
Colloidal silicon dioxide,ثاني أوكسيد السيليكون الغرويدي,medical_term,core_medical_vocabulary,high,term
Microcrystalline cellulose,ميكروكريستالين سللوز,medical_term,core_medical_vocabulary,high,term
Sodium starch glycolate,غليكوات النشاء الصودية,medical_term,core_medical_vocabulary,high,term
Sodium docusate,صوديوم دوكوسات,medical_term,core_medical_vocabulary,high,term
Lactose monohydrate,لاكتوز مونوهيدرات,medical_term,core_medical_vocabulary,high,term
Long-acting barbiturate,مركب باربيتوري طويل المفعول,medical_term,core_medical_vocabulary,high,term
Central nervous system depressant,مثبط للجملة العصبية المركزية,medical_term,core_medical_vocabulary,high,term
Sedative,مهدئ,medical_term,core_medical_vocabulary,high,term
Anticonvulsant,مضاد للاختلاج,medical_term,core_medical_vocabulary,high,term
Pharmacokinetics,الحركية الدوائية,medical_term,core_medical_vocabulary,high,term
Onset of action,بداية التأثير,medical_term,core_medical_vocabulary,high,term
Duration of action,مدة التأثير,medical_term,core_medical_vocabulary,high,term
Liver,الكبد,medical_term,core_medical_vocabulary,high,term
Hypersensitive,فرط الحساسية,medical_term,core_medical_vocabulary,high,term
Side effects,التأثيرات الجانبية,medical_term,core_medical_vocabulary,high,term
CNS Depression,تثبيط الجهاز العصبي المركزي,medical_term,core_medical_vocabulary,high,term
Sedation,تهدئة,medical_term,core_medical_vocabulary,high,term
Lethargy,خمول,medical_term,core_medical_vocabulary,high,term
Vertigo,دوار,medical_term,core_medical_vocabulary,high,term
Barbiturate poisoning,التسمم بالباربيتورات,medical_term,core_medical_vocabulary,high,term
Cardiovascular system,الجملة القلبية الوعائية,medical_term,core_medical_vocabulary,high,term
Presentation,التعبئة,medical_term,core_medical_vocabulary,high,term
Blisters,أشرطة بليستر,medical_term,core_medical_vocabulary,high,term
Storage,شروط الحفظ,medical_term,core_medical_vocabulary,high,term
Room temperature,درجة حرارة الغرفة,medical_term,core_medical_vocabulary,high,term
Moisture,الرطوبة,medical_term,core_medical_vocabulary,high,term
**Indications: Sleep disorders**,**استطبابات: اضطرابات النوم**,medical_term,indications,high,term
**Indications: Central Acting Analgesic**,**استطبابات: مسكن ألم مركزي التأثير**,medical_term,indications,high,term
"**Indications: Anti-bacterial, Gingivitis**",**استطبابات: مضاد بكتيري، التهاب اللثة**,medical_term,indications,high,term
**Contraindications: Severe hepatic impairment**,**مضادات الاستطباب: قصور كبدي شديد**,medical_term,indications,high,term
**Active pathological bleeding**,**نزف مرضى نشط**,medical_term,updated_contraindications,high,term
**Third trimester of pregnancy**,**الثلث الثالث من الحمل**,medical_term,updated_contraindications,high,term
**Concurrent anticoagulant therapy**,**العلاج المتزامن بمضادات التخثر**,medical_term,updated_contraindications,high,term
**Nasal polyps associated with asthma**,**سلائل أنفية مرتبطة بالربو**,medical_term,updated_contraindications,high,term
**Last trimester of pregnancy**,**الثلث الأخير من الحمل**,medical_term,updated_contraindications,high,term
**Severe cardiac failure**,**فشل قلب شديد**,medical_term,updated_contraindications,high,term
